"Include","Confidence","Name","Brand","Model","Category","Description","ImagePath","ImageUrl","SourcePage","ListingType","CallForPrice","Quantity","Status","Published","Featured","DisplayOrder","ExcludeReason"
"YES","93","130 Portable Air Compressor","Sullair","","Air Compressors","The Sullair , 130 CFM at 100 PSIG, 61 L/S at 7 BAR. | 125, 185, 375 Also Available","images/sullair/md130.gif","https://billsequipment.mydomain.com/images/sullair/md130.gif","https://billsequipment.mydomain.com/aircompressors.htm | https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","150",""
"YES","93","1900 Portable Air Compressor","Sullair","","Air Compressors","The Sullair , 1900 CFM at 100 PSIG, 897 L/S at 7 BAR. | 750, 900, 1050, 1600 Also Available","images/sullair/md1900.jpg","https://billsequipment.mydomain.com/images/sullair/md1900.jpg","https://billsequipment.mydomain.com/aircompressors.htm | https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","160",""
"YES","100","Breaker Hammer Kit","Bosch","11304K","Air Compressors & Air Tools","Brute ™ | Model 11304K | Features: | *The plug-in anywhere hammer - Does not need a compressor | *8"" Diameter semi-pneumatic, ball bearing wheels - Easy rolling over rough job sites | *Rugged 1"" diameter all welded steel frame, plus heavy-duty rubber tie-down - For convenient storage and easy transportation | *4 Sockets - Holds any 1-1/8"" hex collar insert tools | *Total portability - Operates on 115/120V AC/DC, 15 amp outlet or 2500 watt portable generator | *ServiceMinder™ brush system - Shuts the Brute™ off when brush replacement, lubrication or preventive maintenance is needed | *Grease packed gear box and hammer mechanism - Eliminates uncertainty of job site lubrication | *2-way tool retainer - Accepts standard 1-1/8? hex, air tool steel with retaining collar of Bosch internal combo steel | *Shock mounted handles - Absorb vibration to reduce operator fatigue","images/bosch/11304K.jpg","https://billsequipment.mydomain.com/images/bosch/11304K.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","170",""
"YES","100","Brute ™ Breaker Hammer","Bosch","11304","Air Compressors & Air Tools","Model 11304 | Features: | *The plug in anywhere hammer - Does not need a compressor | *Total portability - Operates on 115/120V AC/DC, 15 amp. outlet or 2500 watt portable generator | *ServiceMinderTM brush system - Shuts the Brute™ off when brush replacement, lubrication or preventative maintenance is needed | *Grease packed gear box and hammer mechanism - *Eliminates uncertainty of job site lubrication | *Shock mounted handles - Absorbs vibration to reduce operator fatigue | *2-way tool retainer - Accepts standard 1-1/8? hex, air tool steel with retaining collar of Bosch internal locking combo steel","images/bosch/11304_ACTION.jpg","https://billsequipment.mydomain.com/images/bosch/11304_ACTION.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","180",""
"YES","93","1050 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 1050 CFM at 100 PSIG, 496 L/S at 7 BAR.","images/sullair/md1050.gif","https://billsequipment.mydomain.com/images/sullair/md1050.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","190",""
"YES","93","125 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 125 CFM at 100 PSIG, 59 L/S at 7 BAR.","images/sullair/md125.gif","https://billsequipment.mydomain.com/images/sullair/md125.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","200",""
"YES","93","1600 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 1600 CFM at 100 PSIG, 755 L/S at 7 BAR.","images/sullair/md1600.gif","https://billsequipment.mydomain.com/images/sullair/md1600.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","210",""
"YES","93","185 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 185 CM at 100 PSIG, 87 L/S at 7 BAR.","images/sullair/md185.gif","https://billsequipment.mydomain.com/images/sullair/md185.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","220",""
"YES","93","375 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 375 CFM at 100 PSIG, 177 L/S at 7 BAR.","images/sullair/md375.gif","https://billsequipment.mydomain.com/images/sullair/md375.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","230",""
"YES","93","750 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 750 CFM at 125 PSIG, 354 L/S at 8.5 BAR.","images/sullair/md750.gif","https://billsequipment.mydomain.com/images/sullair/md750.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","240",""
"YES","93","900 Portable Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair , 900 CFM at 100 PSIG, 425 L/S at 7 BAR.","images/sullair/md900.gif","https://billsequipment.mydomain.com/images/sullair/md900.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","250",""
"YES","86","Sullair Air Compressor","Sullair","","Air Compressors & Air Tools","The Sullair drills are designed so that the tool automatically stops operating when the operator releases the throttle lever. | The single throttle lever controls all tool functions from off, to blowing only, to progressive drilling speeds. | The unique design of the Sullair drills eliminates many high wear parts. This means less loss of power due to wear, less downtime to replace worn parts and lower overall maintenance costs. | With only two parts moving during operation, a non-corrosive automatic valve, less radial piston movement and high tech alloys, the Sullair drills do not require special rock drill oil. Normal oil carry-over from the compressor, combined with moisture in the air, will usually provide sufficient lubrication under normal operating conditions.","","","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","260",""
"YES","93","Sullair Air Compressor","Sullair","","Air Compressors & Air Tools","MBT-6 Backfill Tamper | The Sullair tampers are the ideal tools for compacting backfill around utility poles, foundations and other structures. It quickly and efficiently compacts backfill soil excavated to perform service line repair before patching the pavement. | With design features and premium materials, normal oil carry-over from the compressor, combined with the moisture in the air, will supply sufficient under normal operating conditions.","images/sullair/tampers.gif","https://billsequipment.mydomain.com/images/sullair/tampers.gif","https://billsequipment.mydomain.com/sullair.htm","product","YES","1","active","YES","NO","270",""
"YES","100","1/2"" Hammer Drill","Bosch","1194AVSR","Compaction Equipment","Model 1194AVSR | Features: | *8.0 Amps, 0-1000/2600 RPM, 0-16,000/0-41,600 BPM | *2-Speed Gear Box - Matches speed and torque to the job | *Dual-Mode Selector - Easily converts from rotation-only to hammer drill mode | *Variable Speed and Reversing Switch - Complete control for drilling, driving and removing bits or screws | *All Ball and Roller Bearing Construction - Smooth power transmission and extended tool life | *Ergonomic Handle with Soft-Grip - Multiple gripping positions for increased comfort and control | *360° Side-handle with depth gauge - Wide range of movement for comfort along with consistent drilling depth | *Lock-on Button","images/bosch/1194AVSR.jpg","https://billsequipment.mydomain.com/images/bosch/1194AVSR.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","280",""
"YES","100","1/2"" Hammer Drill with Carrying Case","Bosch","1194AVSRK","Compaction Equipment","Model 1194AVSRK | Features: | *8.0 Amps, 0-1000/2600 RPM, 0-16,000/0-41,600 BPM | *2 Speed gear box - Matches speed and torque to the job | *Dual function control - Quickly converts from rotation only to hammer w/rotation | *Variable speed and reversing switch - Complete control for drilling, driving and removing bits or screws | *All ball and roller bearing construction - Smooth Power transmission and extended tool life | *Ergonomic handle with soft grip - Multiple gripping positions for increased comfort and control | *360° Side-handle with depth gauge - Wide range of movement along with consistent drilling depth | *Lock-on Button","images/bosch/1194AVSRK.jpg","https://billsequipment.mydomain.com/images/bosch/1194AVSRK.jpg","https://billsequipment.mydomain.com/bosch.htm","product","YES","1","active","YES","NO","290",""
"YES","100","AP2000 Series","MBW","AP2000","Compaction Equipment","MBW's AP2000 Vibratory Plate Series is ideal for asphalt compaction, with a perfectly balanced mass, centrifugal force and amplitude. Features include replaceable, contoured wear edges for a scar-free finish and a gravity feed water system. The versatile AP2000 also has the lowest maintenance costs of any asphalt plate on the market today. | The AP2000S is lightweight yet highly productive in sand and gravel compaction. This plate is a high frequency, high centrifugal force compactor achieving up to 14 in. (36 cm).","images/mbw/ap2000.jpg","https://billsequipment.mydomain.com/images/mbw/ap2000.jpg","https://billsequipment.mydomain.com/mbw.htm","product","YES","1","active","YES","NO","300",""
"YES","100","GP3000","MBW","GP3000","Compaction Equipment","The Series of vibratory plates is an all purpose middle weight compactor that effectively handles granular and mixed soils to 18 in. (47 cm). With its optional gravity feed water system, this versatile machine also is an outstanding asphalt compactor. With many 20 year old s still performing, this series deserves its unmatched reputation for long term performance and low maintenance.","images/mbw/gp3000.jpg","https://billsequipment.mydomain.com/images/mbw/gp3000.jpg","https://billsequipment.mydomain.com/mbw.htm","product","YES","1","active","YES","NO","310",""
"YES","100","Scoot-Crete MB11 (Walk-Behind Power Buggie)","Miller","MB11","Compaction Equipment","Scoot-Crete MB11 | ! | | | | A smaller version of the MB16 power buggy, the MB11 incorporates a number of the same unique design features found in the MB16. These features result in an easy to service, low maintenance power buggy that is built to last. | The MB11 is powered by an 8hp engine directly coupled to a fan-cooled variable-speed hydrostatic pump. This arrangement provides speed or power depending on jobsite conditions and needs. Additionally, the full hydrostatic design provides improved dynamic braking. | The main frame is a welded boxframe that provides unmatched strength and structural integrity. A removable shroud protects the drive components and engine from concrete buildup. The vented shroud and “pull through” ventilation system assures safe hydraulic temperatures for longer component life. | All hydraulic hoses are enclosed within the main frame for easy access and protection. Handling is simplified by convenient lifting points and frame notch-outs for lifting with a fork truck. | The rear caster assembly consists of both roller bearing and ball bearing assemblies. This dual bearing design provides greater load carrying capacity than casters using only ball bearings.","images/miller/mb11.gif","https://billsequipment.mydomain.com/images/miller/mb11.gif","https://billsequipment.mydomain.com/miller.htm","product","YES","1","active","YES","NO","320",""
"YES","100","MVC-88","Multiquip","MVC-88","Compaction Equipment","The most technically advanced plate compactor on the market. | | The comes with a host of features, including a protective engine guard, sealed belt cover to keep rock and dirt out of the belt, a convenient oil drain, self-cleaning plate design and four lifting handles for easy elevation from each side. The , which is driven by a 5.5-horsepower Honda GX-160 engine, showcases 3,450 pounds (1,565 kg) of compaction force and has a 19.7 x 20.7 inch (50 x 53 cm) plate.","images/multiquip/Mvc88.gif","https://billsequipment.mydomain.com/images/multiquip/Mvc88.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","330",""
"YES","100","MVH-120","Multiquip","MVH-120","Compaction Equipment","This plate is extremely maneuverable making it the logical choice for work in tight, confined areas. | | A 5.5-horsepower Honda GX-160 gasoline engine powers the compactor and it comes with a 15.7 x 23 inch (40 x 58 cm) plate. The features a self-cleaning plate and a top cover to keep debris off the engine. The weighs 247 pounds (111 kg).","images/multiquip/MVH-120.gif","https://billsequipment.mydomain.com/images/multiquip/MVH-120.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","340",""
"YES","100","MVH-R60","Multiquip","R60","Compaction Equipment","The is the ideal machine for efficient compaction of sand, gravel and cohesive soils and the lightest in the Multiquip reversible fleet. | | The produces 3,100 pounds (1,400 kg) of centrifugal force and like several other models in the series it has a top cover to keep dirt off the engine and a self-cleaning plate. A 4-horsepower Honda GX-120 engine drives the compactor and it is fitted with a 13.8 x 18.9 inch (35 x 48 cm) plate.","images/multiquip/MVH-R60.gif","https://billsequipment.mydomain.com/images/multiquip/MVH-R60.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","350",""
"YES","93","BS 50-2i | 280mm/11in Shoe, Oil-injected Vibratory Rammer","Wacker","","Compaction Equipment","WACKER's exclusive WM 80 engine features a unique patented oil-injection system | A unique patented oil-injection system provides reliable performance by eliminating spark plug fouling and carbon buildup. The no-mix system is an added convenience for operators. Plus an amazing fuel to oil ratio of 120:1 allows for longer and cleaner running times...up to 65 hours on a single tank of oil. A low oil shutdown switch prevents running the rammer without oil for trouble-free operation.","images/wacker/bs50.jpg","https://billsequipment.mydomain.com/images/wacker/bs50.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","360",""
"YES","93","BS 52Y | Vibratory Rammer with 254mm/10in Shoe","Wacker","","Compaction Equipment","WACKER's WM 80, 2-stroke engine, built for tough rammer applications | WACKER rammers have set the standard in the construction industry. These rammers are powered by the exclusive WM 80, the only 2-stroke engine specifically designed and built for vibratory rammers and meets EPA and European air emission standards. WACKER's rugged rammers are designed for maximum production, performance and durability.","images/wacker/bs52y.jpg","https://billsequipment.mydomain.com/images/wacker/bs52y.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","370",""
"YES","93","BS 60-2i | 280mm/11in Shoe, Oil-injected Vibratory Rammer","Wacker","","Compaction Equipment","WACKER's exclusive WM 80 engine features a unique patented oil-injection system | A unique patented oil-injection system provides reliable performance by eliminating spark plug fouling and carbon buildup. The no-mix system is an added convenience for operators. Plus an amazing fuel to oil ratio of 120:1 allows for longer and cleaner running times...up to 65 hours on a single tank of oil. A low oil shutdown switch prevents running the rammer without oil for trouble-free operation.","images/wacker/bs60.jpg","https://billsequipment.mydomain.com/images/wacker/bs60.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","380",""
"YES","93","BS 70-2i | 330mm/13in Shoe, Oil-injected Vibratory Rammer","Wacker","","Compaction Equipment","WACKER's exclusive WM 80 engine features a unique patented oil-injection system | A unique patented oil-injection system provides reliable performance by eliminating spark plug fouling and carbon buildup. The no-mix system is an added convenience for operators. Plus an amazing fuel to oil ratio of 120:1 allows for longer and cleaner running times...up to 65 hours on a single tank of oil. A low oil shutdown switch prevents running the rammer without oil for trouble-free operation.","images/wacker/bs70.jpg","https://billsequipment.mydomain.com/images/wacker/bs70.jpg","https://billsequipment.mydomain.com/wacker.htm","product","YES","1","active","YES","NO","390",""
"YES","93","Ideal for","EDCO","","Concrete Finishing","Grinding Stones have various grits for course or fine polishing. | | Removing trowel marks | Removing rain spots | Leveling high joints less than 1/16"" high | Removing excess concrete | Smoothing rough finishes | Grinding and polishing terrazzo and marble","images/edco/stones.jpg","https://billsequipment.mydomain.com/images/edco/stones.jpg","https://billsequipment.mydomain.com/edco.htm","product","YES","1","active","YES","NO","400",""
"YES","93","Finishing Brooms | *","Kraft Tool","","Concrete Finishing","Perfect for brushing down concrete after floating | *Available in aluminum and wood heads | *Width choice of 24"", 36"" or 48"" | *Brooms accept wood or aluminum extension handles","images/kraft/con_finish_broom.gif","https://billsequipment.mydomain.com/images/kraft/con_finish_broom.gif","https://billsequipment.mydomain.com/finishers.htm","product","YES","1","active","YES","NO","410",""
"YES","100","F-24, F-36/4, F-46/4, F-46/4 HD Models Available","MBW","F-24","Concrete Finishing","MBW Walk-Behind Power Trowels are the lowest maintenance and longest lived power trowels available today. These rugged machines now feature safety rings to protect an operator's hands or feet from blade during operation. The safety rings are in addition to MBW trowels' standard guard rings that also increase safety as well as provide concentricity for maximum productivity and even finishes. | | Other features include an over-built gear box with ground journal bearings, one piece worm shaft, and heavy duty hub and flange; a handle six inches longer than most competitors for greater leverage; and the industry's strongest spider assembly with teflon-lined, steel arm bore inserts that will not pound out. The blade arms are milled for precise blade alignment to eliminate wobbling and enable consistent finishes. | MBW Power Trowel options offer a Blitzpitch blade tilting device; custom blades (finish, combo or snap-on float); adjustable guard ring for edging; and a heavy duty kit to increase overall weight.","images/mbw/walkbehindpowertrowels.jpg","https://billsequipment.mydomain.com/images/mbw/walkbehindpowertrowels.jpg","https://billsequipment.mydomain.com/mbw.htm","product","YES","1","active","YES","NO","420",""
"YES","100","36"" HP-Series (HPLA-36-4-8H","Multiquip","HPLA-36-4-8H","Concrete Finishing",") | Whiteman’s high-performance power trowels give operators the muscle to complete any pan floating application. | | The HPLA-36-4-8H has a rotor speed of 60-125 rpm and a 36-inch (91.5 cm) ring diameter. This impressive rotor rpm, along with the strength of an 8-horsepower Honda gasoline engine, allows concrete contractors to efficiently burnish slabs. The HPLA-36-4-8H has four blades and at 171 pounds (77 kg) it is the lightest of the high-performance trowels from Multiquip’s Whiteman concrete division. Complement the trowel with our high-performance Whiteman blades.","images/multiquip/HP-serieswalktrowel.gif","https://billsequipment.mydomain.com/images/multiquip/HP-serieswalktrowel.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","430",""
"YES","100","48"" HD-series (HDA-48-4-11H)","Multiquip","HDA-48-4-11H","Concrete Finishing","Achieve the flattest floors around with Whiteman’s high-performance walk-behind trowels from Multiquip. | | The HDA-48-4-11H has a massive 48-inch (122 cm) ring diameter allowing building professionals to effectively flatten a wide area in a timely manner. This trowel comes with a heavy-duty gearbox and spider assembly along with an 11-horsepower Honda engine. The gearbox boasts a 50 percent greater oil capacity and large tapered bearings to minimize friction and reduce operating temperature. The HDA-48-4-11H has a rotor speed of","images/multiquip/HD-series.gif","https://billsequipment.mydomain.com/images/multiquip/HD-series.gif","https://billsequipment.mydomain.com/multiquip.htm","product","YES","1","active","YES","NO","440",""
"YES","100","Concrete mixer mod. S 380 - type S 95","Lino Sella","S360","Concrete Mixers","Electro-hydraulic mechanisms that simplify at the most the user's work | - Skip piston with oil anti-reflex valves that stop the oil falling even in case of damage of the hydraulic plant. | - Charging ramp and scraper | - 4 pneumatic tyres (optional)","images/linosella/s380_s95.jpg","https://billsequipment.mydomain.com/images/linosella/s380_s95.jpg","https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/concretemixers.htm | https://billsequipment.mydomain.com/linosella.htm","product","YES","1","active","YES","NO","450",""
"YES","93","Hydraulic Concrete mixer mod. Hopper","Lino Sella","","Concrete Mixers","View Information/Specifications for following models below: | - M 1000 | - S 1200 | - S 1500","images/linosella/hopper m1000.jpg","https://billsequipment.mydomain.com/images/linosella/hopper%20m1000.jpg","https://billsequipment.mydomain.com/linosella.htm","product","YES","1","active","YES","NO","460",""
